LAT,LON,SID,USA_WIND,CATEGORY,NSEC_TIME,ISO_TIME
29.882,122.156,1998258N19126,47.0,TS,906217200000000000,1998-09-19 15:00:00
29.8,121.7,1998258N19126,40.0,TS,906228000000000000,1998-09-19 18:00:00
29.659,121.25,1998258N19126,37.0,TS,906238800000000000,1998-09-19 21:00:00
29.509,120.945,1998258N19126,35.0,TS,906249600000000000,1998-09-20 00:00:00
29.351,120.914,1998258N19126,32.0,TD,906260400000000000,1998-09-20 03:00:00
29.217,121.117,1998258N19126,30.0,TD,906271200000000000,1998-09-20 06:00:00
29.16,121.548,1998258N19126,30.0,TD,906282000000000000,1998-09-20 09:00:00
29.4,122.0,1998258N19126,30.0,TD,906292800000000000,1998-09-20 12:00:00
29.768,122.454,1998258N19126,27.0,TD,906303600000000000,1998-09-20 15:00:00
30.2,122.9,1998258N19126,25.0,TD,906314400000000000,1998-09-20 18:00:00
20.177,126.189,1998259N17118,55.0,TS,906260400000000000,1998-09-20 03:00:00
20.8,126.75,1998259N17118,55.0,TS,906271200000000000,1998-09-20 06:00:00
21.409,127.357,1998259N17118,57.0,TS,906282000000000000,1998-09-20 09:00:00
22.025,127.925,1998259N17118,60.0,TS,906292800000000000,1998-09-20 12:00:00
22.685,128.426,1998259N17118,60.0,TS,906303600000000000,1998-09-20 15:00:00
23.375,128.9,1998259N17118,60.0,TS,906314400000000000,1998-09-20 18:00:00
24.079,129.377,1998259N17118,62.0,TS,906325200000000000,1998-09-20 21:00:00
24.8,129.9,1998259N17118,65.0,1,906336000000000000,1998-09-21 00:00:00
25.529,130.527,1998259N17118,65.0,1,906346800000000000,1998-09-21 03:00:00
26.275,131.15,1998259N17118,65.0,1,906357600000000000,1998-09-21 06:00:00
26.909,131.668,1998259N17118,70.0,1,906368400000000000,1998-09-21 09:00:00
27.625,132.15,1998259N17118,75.0,1,906379200000000000,1998-09-21 12:00:00
28.491,132.608,1998259N17118,82.0,1,906390000000000000,1998-09-21 15:00:00
29.6,133.1,1998259N17118,90.0,2,906400800000000000,1998-09-21 18:00:00
30.844,133.61,1998259N17118,90.0,2,906411600000000000,1998-09-21 21:00:00
32.275,134.2,1998259N17118,90.0,2,906422400000000000,1998-09-22 00:00:00
33.499,134.905,1998259N17118,90.0,2,906433200000000000,1998-09-22 03:00:00
33.94,135.22,1998259N17118,90.0,2,906436800000000000,1998-09-22 04:00:00
35.0,136.05,1998259N17118,90.0,2,906444000000000000,1998-09-22 06:00:00
36.724,137.451,1998259N17118,85.0,2,906454800000000000,1998-09-22 09:00:00
38.473,139.38,1998259N17118,80.0,1,906465600000000000,1998-09-22 12:00:00
20.2,137.5,1998262N20137,20.0,TD,906163200000000000,1998-09-19 00:00:00
20.52,137.68,1998262N20137,20.0,TD,906174000000000000,1998-09-19 03:00:00
21.433,137.5,1998262N20137,20.0,TD,906184800000000000,1998-09-19 06:00:00
21.992,137.687,1998262N20137,22.0,TD,906195600000000000,1998-09-19 09:00:00
22.41,137.94,1998262N20137,25.0,TD,906206400000000000,1998-09-19 12:00:00
22.771,138.123,1998262N20137,25.0,TD,906217200000000000,1998-09-19 15:00:00
22.985,138.146,1998262N20137,25.0,TD,906228000000000000,1998-09-19 18:00:00
23.252,138.273,1998262N20137,27.0,TD,906238800000000000,1998-09-19 21:00:00
23.613,138.167,1998262N20137,30.0,TD,906249600000000000,1998-09-20 00:00:00
24.063,137.556,1998262N20137,32.0,TD,906260400000000000,1998-09-20 03:00:00
24.625,136.95,1998262N20137,35.0,TS,906271200000000000,1998-09-20 06:00:00
25.256,136.764,1998262N20137,35.0,TS,906282000000000000,1998-09-20 09:00:00
26.0,136.7,1998262N20137,35.0,TS,906292800000000000,1998-09-20 12:00:00
26.833,136.536,1998262N20137,37.0,TS,906303600000000000,1998-09-20 15:00:00
27.8,136.35,1998262N20137,40.0,TS,906314400000000000,1998-09-20 18:00:00
28.861,136.132,1998262N20137,40.0,TS,906325200000000000,1998-09-20 21:00:00
30.075,135.95,1998262N20137,40.0,TS,906336000000000000,1998-09-21 00:00:00
31.457,135.815,1998262N20137,42.0,TS,906346800000000000,1998-09-21 03:00:00
32.975,135.65,1998262N20137,45.0,TS,906357600000000000,1998-09-21 06:00:00
34.109,135.968,1998262N20137,40.0,TS,906368400000000000,1998-09-21 09:00:00
35.3,136.325,1998262N20137,35.0,TS,906379200000000000,1998-09-21 12:00:00
36.784,137.115,1998262N20137,32.0,TD,906390000000000000,1998-09-21 15:00:00
38.45,138.25,1998262N20137,30.0,TD,906400800000000000,1998-09-21 18:00:00
20.151,125.416,1998267N13134,30.0,TD,906822000000000000,1998-09-26 15:00:00
20.436,125.309,1998267N13134,30.0,TD,906832800000000000,1998-09-26 18:00:00
20.722,125.108,1998267N13134,30.0,TD,906843600000000000,1998-09-26 21:00:00
21.0,124.8,1998267N13134,30.0,TD,906854400000000000,1998-09-27 00:00:00
21.207,124.501,1998267N13134,30.0,TD,906865200000000000,1998-09-27 03:00:00
