LAT,LON,SID,USA_WIND,CATEGORY,NSEC_TIME,ISO_TIME
133928,25.3,267.7,1998233N25268,25.0,TD,903679200000000000,1998-08-21 06:00:00
133929,25.306,266.865,1998233N25268,27.0,TD,903690000000000000,1998-08-21 09:00:00
133930,25.4,266.2,1998233N25268,30.0,TD,903700800000000000,1998-08-21 12:00:00
133931,25.647,265.805,1998233N25268,35.0,TS,903711600000000000,1998-08-21 15:00:00
133932,26.0,265.5,1998233N25268,40.0,TS,903722400000000000,1998-08-21 18:00:00
133933,26.392,265.08,1998233N25268,42.0,TS,903733200000000000,1998-08-21 21:00:00
133934,26.8,264.6,1998233N25268,45.0,TS,903744000000000000,1998-08-22 00:00:00
133935,27.18,264.046,1998233N25268,52.0,TS,903754800000000000,1998-08-22 03:00:00
133936,27.5,263.5,1998233N25268,60.0,TS,903765600000000000,1998-08-22 06:00:00
133937,27.739,263.046,1998233N25268,45.0,TS,903776400000000000,1998-08-22 09:00:00
133938,27.8,262.9,1998233N25268,40.0,TS,903780000000000000,1998-08-22 10:00:00
133939,27.9,262.6,1998233N25268,35.0,TS,903787200000000000,1998-08-22 12:00:00
133940,28.101,262.22,1998233N25268,32.0,TD,903798000000000000,1998-08-22 15:00:00
133941,28.3,261.9,1998233N25268,30.0,TD,903808800000000000,1998-08-22 18:00:00
133942,28.415,261.592,1998233N25268,27.0,TD,903819600000000000,1998-08-22 21:00:00
133943,28.5,261.3,1998233N25268,25.0,TD,903830400000000000,1998-08-23 00:00:00
133944,28.607,261.0,1998233N25268,22.0,TD,903841200000000000,1998-08-23 03:00:00
133945,28.7,260.7,1998233N25268,20.0,TD,903852000000000000,1998-08-23 06:00:00
133946,28.742,260.407,1998233N25268,20.0,TD,903862800000000000,1998-08-23 09:00:00
133947,28.8,260.1,1998233N25268,20.0,TD,903873600000000000,1998-08-23 12:00:00
133948,28.935,259.75,1998233N25268,20.0,TD,903884400000000000,1998-08-23 15:00:00
133949,29.1,259.4,1998233N25268,20.0,TD,903895200000000000,1998-08-23 18:00:00
133950,29.255,259.088,1998233N25268,20.0,TD,903906000000000000,1998-08-23 21:00:00
133951,29.4,258.8,1998233N25268,20.0,TD,903916800000000000,1998-08-24 00:00:00
134304,21.6,266.5,1998244N22267,30.0,TD,904564800000000000,1998-08-31 12:00:00
134305,22.003,266.315,1998244N22267,32.0,TD,904575600000000000,1998-08-31 15:00:00
134306,22.4,266.2,1998244N22267,35.0,TS,904586400000000000,1998-08-31 18:00:00
134307,22.792,266.205,1998244N22267,35.0,TS,904597200000000000,1998-08-31 21:00:00
134308,23.2,266.3,1998244N22267,35.0,TS,904608000000000000,1998-09-01 00:00:00
134309,23.642,266.435,1998244N22267,37.0,TS,904618800000000000,1998-09-01 03:00:00
134310,24.1,266.6,1998244N22267,40.0,TS,904629600000000000,1998-09-01 06:00:00
134311,24.557,266.728,1998244N22267,42.0,TS,904640400000000000,1998-09-01 09:00:00
134312,25.0,266.9,1998244N22267,45.0,TS,904651200000000000,1998-09-01 12:00:00
134313,25.392,267.148,1998244N22267,47.0,TS,904662000000000000,1998-09-01 15:00:00
134314,25.8,267.5,1998244N22267,50.0,TS,904672800000000000,1998-09-01 18:00:00
134315,26.3,267.962,1998244N22267,50.0,TS,904683600000000000,1998-09-01 21:00:00
134316,26.8,268.5,1998244N22267,50.0,TS,904694400000000000,1998-09-02 00:00:00
134317,27.23,269.02,1998244N22267,50.0,TS,904705200000000000,1998-09-02 03:00:00
134318,27.6,269.6,1998244N22267,50.0,TS,904716000000000000,1998-09-02 06:00:00
134319,27.923,270.3,1998244N22267,60.0,TS,904726800000000000,1998-09-02 09:00:00
134320,28.2,271.0,1998244N22267,70.0,1,904737600000000000,1998-09-02 12:00:00
134321,28.442,271.573,1998244N22267,77.0,1,904748400000000000,1998-09-02 15:00:00
134322,28.7,272.1,1998244N22267,85.0,2,904759200000000000,1998-09-02 18:00:00
134323,29.035,272.65,1998244N22267,82.0,1,904770000000000000,1998-09-02 21:00:00
134324,29.4,273.2,1998244N22267,80.0,1,904780800000000000,1998-09-03 00:00:00
134325,29.712,273.707,1998244N22267,75.0,1,904791600000000000,1998-09-03 03:00:00
134440,25.5,265.5,1998252N26266,30.0,TD,905277600000000000,1998-09-08 18:00:00
134441,25.408,265.568,1998252N26266,30.0,TD,905288400000000000,1998-09-08 21:00:00
134442,25.3,265.6,1998252N26266,30.0,TD,905299200000000000,1998-09-09 00:00:00
134443,25.165,265.572,1998252N26266,30.0,TD,905310000000000000,1998-09-09 03:00:00
134444,25.0,265.5,1998252N26266,30.0,TD,905320800000000000,1998-09-09 06:00:00
134445,24.807,265.453,1998252N26266,30.0,TD,905331600000000000,1998-09-09 09:00:00
134446,24.6,265.3,1998252N26266,30.0,TD,905342400000000000,1998-09-09 12:00:00
134447,24.423,264.892,1998252N26266,32.0,TD,905353200000000000,1998-09-09 15:00:00
134448,24.2,264.5,1998252N26266,35.0,TS,905364000000000000,1998-09-09 18:00:00
134449,23.767,264.345,1998252N26266,37.0,TS,905374800000000000,1998-09-09 21:00:00
134450,23.5,264.4,1998252N26266,40.0,TS,905385600000000000,1998-09-10 00:00:00
134451,23.715,264.707,1998252N26266,40.0,TS,905396400000000000,1998-09-10 03:00:00
134452,24.2,265.0,1998252N26266,40.0,TS,905407200000000000,1998-09-10 06:00:00
134453,24.705,264.946,1998252N26266,42.0,TS,905418000000000000,1998-09-10 09:00:00
134454,25.3,264.8,1998252N26266,45.0,TS,905428800000000000,1998-09-10 12:00:00
134455,25.987,264.837,1998252N26266,45.0,TS,905439600000000000,1998-09-10 15:00:00
134456,26.6,264.8,1998252N26266,45.0,TS,905450400000000000,1998-09-10 18:00:00
134457,26.922,264.524,1998252N26266,50.0,TS,905461200000000000,1998-09-10 21:00:00
134458,27.2,264.1,1998252N26266,55.0,TS,905472000000000000,1998-09-11 00:00:00
134459,27.73,263.601,1998252N26266,50.0,TS,905482800000000000,1998-09-11 03:00:00
134460,28.2,263.1,1998252N26266,45.0,TS,905493600000000000,1998-09-11 06:00:00
134461,28.367,262.629,1998252N26266,42.0,TS,905504400000000000,1998-09-11 09:00:00
134462,28.4,262.4,1998252N26266,40.0,TS,905515200000000000,1998-09-11 12:00:00
134463,28.405,262.64,1998252N26266,37.0,TS,905526000000000000,1998-09-11 15:00:00
134464,28.5,263.0,1998252N26266,35.0,TS,905536800000000000,1998-09-11 18:00:00
134465,28.84,263.088,1998252N26266,32.0,TD,905547600000000000,1998-09-11 21:00:00
134466,29.3,263.1,1998252N26266,30.0,TD,905558400000000000,1998-09-12 00:00:00
134467,29.75,263.157,1998252N26266,30.0,TD,905569200000000000,1998-09-12 03:00:00
134711,23.4,279.8,1998259N10335,85.0,2,906703200000000000,1998-09-25 06:00:00
134712,23.613,279.219,1998259N10335,87.0,2,906714000000000000,1998-09-25 09:00:00
134713,23.9,278.7,1998259N10335,90.0,2,906724800000000000,1998-09-25 12:00:00
134714,24.438,278.291,1998259N10335,90.0,2,906735600000000000,1998-09-25 15:00:00
134715,24.5,278.2,1998259N10335,90.0,2,906737400000000000,1998-09-25 15:30:00
134716,24.6,277.6,1998259N10335,90.0,2,906746400000000000,1998-09-25 18:00:00
134717,24.691,277.091,1998259N10335,90.0,2,906757200000000000,1998-09-25 21:00:00
134718,24.8,276.7,1998259N10335,90.0,2,906768000000000000,1998-09-26 00:00:00
134719,24.977,276.25,1998259N10335,90.0,2,906778800000000000,1998-09-26 03:00:00
134720,25.2,275.8,1998259N10335,90.0,2,906789600000000000,1998-09-26 06:00:00
134721,25.442,275.342,1998259N10335,90.0,2,906800400000000000,1998-09-26 09:00:00
134722,25.7,274.9,1998259N10335,90.0,2,906811200000000000,1998-09-26 12:00:00
134723,25.927,274.477,1998259N10335,90.0,2,906822000000000000,1998-09-26 15:00:00
134724,26.2,274.1,1998259N10335,90.0,2,906832800000000000,1998-09-26 18:00:00
134725,26.592,273.792,1998259N10335,92.0,2,906843600000000000,1998-09-26 21:00:00
134726,27.0,273.5,1998259N10335,95.0,2,906854400000000000,1998-09-27 00:00:00
134727,27.315,273.15,1998259N10335,95.0,2,906865200000000000,1998-09-27 03:00:00
134728,27.6,272.8,1998259N10335,95.0,2,906876000000000000,1998-09-27 06:00:00
134729,27.9,272.485,1998259N10335,95.0,2,906886800000000000,1998-09-27 09:00:00
134730,28.2,272.2,1998259N10335,95.0,2,906897600000000000,1998-09-27 12:00:00
134731,28.508,271.92,1998259N10335,95.0,2,906908400000000000,1998-09-27 15:00:00
134732,28.8,271.7,1998259N10335,95.0,2,906919200000000000,1998-09-27 18:00:00
134733,29.057,271.577,1998259N10335,95.0,2,906930000000000000,1998-09-27 21:00:00
134734,29.3,271.5,1998259N10335,95.0,2,906940800000000000,1998-09-28 00:00:00
134735,29.538,271.401,1998259N10335,92.0,2,906951600000000000,1998-09-28 03:00:00
134736,29.8,271.3,1998259N10335,90.0,2,906962400000000000,1998-09-28 06:00:00
134857,26.9,269.7,1998261N27270,30.0,TD,906033600000000000,1998-09-17 12:00:00
134858,26.874,268.972,1998261N27270,30.0,TD,906044400000000000,1998-09-17 15:00:00
134859,26.8,268.4,1998261N27270,30.0,TD,906055200000000000,1998-09-17 18:00:00
134860,26.644,268.083,1998261N27270,30.0,TD,906066000000000000,1998-09-17 21:00:00
134861,26.4,267.9,1998261N27270,30.0,TD,906076800000000000,1998-09-18 00:00:00
134862,25.998,267.662,1998261N27270,30.0,TD,906087600000000000,1998-09-18 03:00:00
134863,25.7,267.5,1998261N27270,30.0,TD,906098400000000000,1998-09-18 06:00:00
134864,25.805,267.455,1998261N27270,30.0,TD,906109200000000000,1998-09-18 09:00:00
134865,26.0,267.5,1998261N27270,30.0,TD,906120000000000000,1998-09-18 12:00:00
134866,25.98,267.578,1998261N27270,30.0,TD,906130800000000000,1998-09-18 15:00:00
134867,25.9,267.7,1998261N27270,30.0,TD,906141600000000000,1998-09-18 18:00:00
134868,25.797,267.82,1998261N27270,30.0,TD,906152400000000000,1998-09-18 21:00:00
134869,25.8,268.0,1998261N27270,30.0,TD,906163200000000000,1998-09-19 00:00:00
134870,26.01,268.314,1998261N27270,30.0,TD,906174000000000000,1998-09-19 03:00:00
134871,26.4,268.6,1998261N27270,30.0,TD,906184800000000000,1998-09-19 06:00:00
134872,26.935,268.68,1998261N27270,32.0,TD,906195600000000000,1998-09-19 09:00:00
134873,27.5,268.7,1998261N27270,35.0,TS,906206400000000000,1998-09-19 12:00:00
134874,27.93,268.792,1998261N27270,37.0,TS,906217200000000000,1998-09-19 15:00:00
134875,28.3,268.9,1998261N27270,40.0,TS,906228000000000000,1998-09-19 18:00:00
134876,28.705,269.016,1998261N27270,40.0,TS,906238800000000000,1998-09-19 21:00:00
134877,29.0,269.1,1998261N27270,40.0,TS,906249600000000000,1998-09-20 00:00:00
134878,29.025,269.107,1998261N27270,37.0,TS,906260400000000000,1998-09-20 03:00:00
134879,29.1,269.1,1998261N27270,35.0,TS,906267600000000000,1998-09-20 05:00:00
134880,29.2,269.1,1998261N27270,35.0,TS,906271200000000000,1998-09-20 06:00:00
134881,29.804,269.239,1998261N27270,32.0,TD,906282000000000000,1998-09-20 09:00:00
136126,18.322,266.405,1998295N12284,20.0,TD,910018800000000000,1998-11-02 15:00:00
136127,18.7,266.3,1998295N12284,20.0,TD,910029600000000000,1998-11-02 18:00:00
136128,19.002,266.375,1998295N12284,20.0,TD,910040400000000000,1998-11-02 21:00:00
136129,19.2,266.6,1998295N12284,20.0,TD,910051200000000000,1998-11-03 00:00:00
136130,19.28,266.928,1998295N12284,20.0,TD,910062000000000000,1998-11-03 03:00:00
136131,19.3,267.3,1998295N12284,20.0,TD,910072800000000000,1998-11-03 06:00:00
136132,19.342,267.6,1998295N12284,22.0,TD,910083600000000000,1998-11-03 09:00:00
136133,19.4,267.9,1998295N12284,25.0,TD,910094400000000000,1998-11-03 12:00:00
136134,19.477,268.235,1998295N12284,32.0,TD,910105200000000000,1998-11-03 15:00:00
136135,19.6,268.6,1998295N12284,40.0,TS,910116000000000000,1998-11-03 18:00:00
136136,19.799,269.052,1998295N12284,37.0,TS,910126800000000000,1998-11-03 21:00:00
136137,20.0,269.4,1998295N12284,35.0,TS,910137600000000000,1998-11-04 00:00:00
136138,20.1,269.5,1998295N12284,35.0,TS,910144800000000000,1998-11-04 02:00:00
136139,20.226,269.654,1998295N12284,33.0,TD,910148400000000000,1998-11-04 03:00:00
136140,20.8,270.4,1998295N12284,30.0,TD,910159200000000000,1998-11-04 06:00:00
136141,21.269,271.076,1998295N12284,35.0,TS,910170000000000000,1998-11-04 09:00:00
136142,21.8,271.8,1998295N12284,40.0,TS,910180800000000000,1998-11-04 12:00:00
136143,22.512,272.628,1998295N12284,40.0,TS,910191600000000000,1998-11-04 15:00:00
136144,23.3,273.5,1998295N12284,40.0,TS,910202400000000000,1998-11-04 18:00:00
136145,24.102,274.35,1998295N12284,42.0,TS,910213200000000000,1998-11-04 21:00:00
136146,24.8,275.2,1998295N12284,45.0,TS,910224000000000000,1998-11-05 00:00:00
136147,25.258,276.073,1998295N12284,47.0,TS,910234800000000000,1998-11-05 03:00:00
136148,25.6,276.9,1998295N12284,50.0,TS,910245600000000000,1998-11-05 06:00:00
136149,25.763,277.378,1998295N12284,52.0,TS,910256400000000000,1998-11-05 09:00:00
136150,26.2,278.1,1998295N12284,55.0,TS,910263600000000000,1998-11-05 11:00:00
136151,26.6,278.7,1998295N12284,55.0,TS,910267200000000000,1998-11-05 12:00:00
139831,20.2,265.0,1999184N20265,30.0,TD,930938400000000000,1999-07-02 18:00:00
139832,20.461,264.327,1999184N20265,30.0,TD,930949200000000000,1999-07-02 21:00:00
139833,20.6,263.7,1999184N20265,30.0,TD,930960000000000000,1999-07-03 00:00:00
139834,20.545,263.16,1999184N20265,30.0,TD,930970800000000000,1999-07-03 03:00:00
139835,20.5,263.0,1999184N20265,30.0,TD,930974400000000000,1999-07-03 04:00:00
139836,20.4,262.7,1999184N20265,25.0,TD,930981600000000000,1999-07-03 06:00:00
141057,19.5,265.6,1999231N20266,30.0,TD,934999200000000000,1999-08-18 18:00:00
141058,19.49,265.552,1999231N20266,30.0,TD,935010000000000000,1999-08-18 21:00:00
141059,19.5,265.5,1999231N20266,30.0,TD,935020800000000000,1999-08-19 00:00:00
141060,19.542,265.442,1999231N20266,30.0,TD,935031600000000000,1999-08-19 03:00:00
141061,19.6,265.4,1999231N20266,30.0,TD,935042400000000000,1999-08-19 06:00:00
141062,19.65,265.4,1999231N20266,30.0,TD,935053200000000000,1999-08-19 09:00:00
141063,19.7,265.4,1999231N20266,30.0,TD,935064000000000000,1999-08-19 12:00:00
141064,19.758,265.35,1999231N20266,32.0,TD,935074800000000000,1999-08-19 15:00:00
141065,19.8,265.3,1999231N20266,35.0,TS,935085600000000000,1999-08-19 18:00:00
141066,19.792,265.285,1999231N20266,37.0,TS,935096400000000000,1999-08-19 21:00:00
141067,19.8,265.3,1999231N20266,40.0,TS,935107200000000000,1999-08-20 00:00:00
141068,19.87,265.342,1999231N20266,42.0,TS,935118000000000000,1999-08-20 03:00:00
141069,20.0,265.4,1999231N20266,45.0,TS,935128800000000000,1999-08-20 06:00:00
141070,20.155,265.45,1999231N20266,47.0,TS,935139600000000000,1999-08-20 09:00:00
141071,20.4,265.5,1999231N20266,50.0,TS,935150400000000000,1999-08-20 12:00:00
141072,20.778,265.565,1999231N20266,52.0,TS,935161200000000000,1999-08-20 15:00:00
141073,21.2,265.6,1999231N20266,55.0,TS,935172000000000000,1999-08-20 18:00:00
141074,21.565,265.572,1999231N20266,60.0,TS,935182800000000000,1999-08-20 21:00:00
141075,21.9,265.5,1999231N20266,65.0,1,935193600000000000,1999-08-21 00:00:00
141076,22.208,265.408,1999231N20266,70.0,1,935204400000000000,1999-08-21 03:00:00
141077,22.5,265.3,1999231N20266,75.0,1,935215200000000000,1999-08-21 06:00:00
141078,22.792,265.192,1999231N20266,77.0,1,935226000000000000,1999-08-21 09:00:00
141079,23.1,265.1,1999231N20266,80.0,1,935236800000000000,1999-08-21 12:00:00
141080,23.428,265.042,1999231N20266,85.0,2,935247600000000000,1999-08-21 15:00:00
141081,23.8,265.0,1999231N20266,90.0,2,935258400000000000,1999-08-21 18:00:00
141082,24.242,264.972,1999231N20266,105.0,3,935269200000000000,1999-08-21 21:00:00
141083,24.7,264.9,1999231N20266,120.0,4,935280000000000000,1999-08-22 00:00:00
141084,25.115,264.738,1999231N20266,122.0,4,935290800000000000,1999-08-22 03:00:00
141085,25.5,264.5,1999231N20266,125.0,4,935301600000000000,1999-08-22 06:00:00
141086,25.88,264.222,1999231N20266,125.0,4,935312400000000000,1999-08-22 09:00:00
141087,26.2,263.9,1999231N20266,125.0,4,935323200000000000,1999-08-22 12:00:00
141088,26.43,263.55,1999231N20266,122.0,4,935334000000000000,1999-08-22 15:00:00
141089,26.6,263.2,1999231N20266,120.0,4,935344800000000000,1999-08-22 18:00:00
141090,26.772,262.885,1999231N20266,110.0,3,935355600000000000,1999-08-22 21:00:00
141091,26.9,262.6,1999231N20266,100.0,3,935366400000000000,1999-08-23 00:00:00
141092,26.95,262.335,1999231N20266,90.0,2,935377200000000000,1999-08-23 03:00:00
141093,27.0,262.1,1999231N20266,80.0,1,935388000000000000,1999-08-23 06:00:00
141094,27.135,261.9,1999231N20266,70.0,1,935398800000000000,1999-08-23 09:00:00
141095,27.3,261.7,1999231N20266,60.0,TS,935409600000000000,1999-08-23 12:00:00
141096,27.442,261.472,1999231N20266,47.0,TS,935420400000000000,1999-08-23 15:00:00
141097,27.6,261.2,1999231N20266,35.0,TS,935431200000000000,1999-08-23 18:00:00
141098,27.822,260.88,1999231N20266,32.0,TD,935442000000000000,1999-08-23 21:00:00
141099,28.0,260.5,1999231N20266,30.0,TD,935452800000000000,1999-08-24 00:00:00
141100,28.045,260.065,1999231N20266,30.0,TD,935463600000000000,1999-08-24 03:00:00
141101,28.0,259.6,1999231N20266,30.0,TD,935474400000000000,1999-08-24 06:00:00
141102,27.907,259.142,1999231N20266,27.0,TD,935485200000000000,1999-08-24 09:00:00
141103,27.8,258.7,1999231N20266,25.0,TD,935496000000000000,1999-08-24 12:00:00
141104,27.742,258.3,1999231N20266,25.0,TD,935506800000000000,1999-08-24 15:00:00
141549,21.6,263.6,1999249N22264,25.0,TD,936554400000000000,1999-09-05 18:00:00
141550,21.78,263.47,1999249N22264,27.0,TD,936565200000000000,1999-09-05 21:00:00
141551,22.0,263.3,1999249N22264,30.0,TD,936576000000000000,1999-09-06 00:00:00
141552,22.285,263.065,1999249N22264,30.0,TD,936586800000000000,1999-09-06 03:00:00
141553,22.6,262.8,1999249N22264,30.0,TD,936597600000000000,1999-09-06 06:00:00
141554,22.9,262.535,1999249N22264,30.0,TD,936608400000000000,1999-09-06 09:00:00
141555,23.2,262.3,1999249N22264,30.0,TD,936619200000000000,1999-09-06 12:00:00
141556,23.53,262.12,1999249N22264,30.0,TD,936630000000000000,1999-09-06 15:00:00
141557,23.8,262.0,1999249N22264,30.0,TD,936640800000000000,1999-09-06 18:00:00
141558,23.922,261.957,1999249N22264,30.0,TD,936651600000000000,1999-09-06 21:00:00
141559,24.0,261.9,1999249N22264,30.0,TD,936662400000000000,1999-09-07 00:00:00
141560,24.112,261.73,1999249N22264,30.0,TD,936673200000000000,1999-09-07 03:00:00
141561,24.3,261.5,1999249N22264,30.0,TD,936684000000000000,1999-09-07 06:00:00
141562,24.613,261.253,1999249N22264,27.0,TD,936694800000000000,1999-09-07 09:00:00
141563,25.0,261.0,1999249N22264,25.0,TD,936705600000000000,1999-09-07 12:00:00
142084,25.0,272.2,1999262N25272,30.0,TD,937720800000000000,1999-09-19 06:00:00
142085,25.245,272.21,1999262N25272,30.0,TD,937731600000000000,1999-09-19 09:00:00
142086,25.5,272.2,1999262N25272,30.0,TD,937742400000000000,1999-09-19 12:00:00
142087,25.765,272.17,1999262N25272,30.0,TD,937753200000000000,1999-09-19 15:00:00
142088,26.0,272.2,1999262N25272,30.0,TD,937764000000000000,1999-09-19 18:00:00
142089,26.165,272.362,1999262N25272,35.0,TS,937774800000000000,1999-09-19 21:00:00
142090,26.3,272.6,1999262N25272,40.0,TS,937785600000000000,1999-09-20 00:00:00
142091,26.442,272.835,1999262N25272,40.0,TS,937796400000000000,1999-09-20 03:00:00
142092,26.6,273.1,1999262N25272,40.0,TS,937807200000000000,1999-09-20 06:00:00
142093,26.822,273.377,1999262N25272,40.0,TS,937818000000000000,1999-09-20 09:00:00
142094,27.0,273.7,1999262N25272,40.0,TS,937828800000000000,1999-09-20 12:00:00
142095,27.022,274.078,1999262N25272,45.0,TS,937839600000000000,1999-09-20 15:00:00
142096,27.0,274.5,1999262N25272,50.0,TS,937850400000000000,1999-09-20 18:00:00
142097,27.095,274.957,1999262N25272,50.0,TS,937861200000000000,1999-09-20 21:00:00
142098,27.1,275.4,1999262N25272,50.0,TS,937872000000000000,1999-09-21 00:00:00
142099,26.845,275.775,1999262N25272,50.0,TS,937882800000000000,1999-09-21 03:00:00
142100,26.5,276.1,1999262N25272,50.0,TS,937893600000000000,1999-09-21 06:00:00
142101,26.3,276.3,1999262N25272,50.0,TS,937900800000000000,1999-09-21 08:00:00
142102,26.209,276.476,1999262N25272,50.0,TS,937904400000000000,1999-09-21 09:00:00
142103,26.0,277.2,1999262N25272,50.0,TS,937915200000000000,1999-09-21 12:00:00
142104,25.911,277.875,1999262N25272,50.0,TS,937926000000000000,1999-09-21 15:00:00
142105,25.9,278.3,1999262N25272,50.0,TS,937933200000000000,1999-09-21 17:00:00
142106,25.9,278.5,1999262N25272,50.0,TS,937936800000000000,1999-09-21 18:00:00
142107,26.245,279.668,1999262N25272,45.0,TS,937947600000000000,1999-09-21 21:00:00
142229,20.1,265.9,1999277N20266,30.0,TD,939016800000000000,1999-10-04 06:00:00
142230,19.8,265.965,1999277N20266,30.0,TD,939027600000000000,1999-10-04 09:00:00
142231,19.5,266.0,1999277N20266,30.0,TD,939038400000000000,1999-10-04 12:00:00
142232,19.212,265.992,1999277N20266,30.0,TD,939049200000000000,1999-10-04 15:00:00
142233,19.0,266.0,1999277N20266,30.0,TD,939060000000000000,1999-10-04 18:00:00
142234,18.898,266.13,1999277N20266,30.0,TD,939070800000000000,1999-10-04 21:00:00
142235,18.9,266.2,1999277N20266,30.0,TD,939081600000000000,1999-10-05 00:00:00
142236,18.97,266.038,1999277N20266,30.0,TD,939092400000000000,1999-10-05 03:00:00
142237,19.1,265.8,1999277N20266,30.0,TD,939103200000000000,1999-10-05 06:00:00
142238,19.25,265.642,1999277N20266,30.0,TD,939114000000000000,1999-10-05 09:00:00
142239,19.4,265.5,1999277N20266,30.0,TD,939124800000000000,1999-10-05 12:00:00
142240,19.522,265.342,1999277N20266,30.0,TD,939135600000000000,1999-10-05 15:00:00
142241,19.6,265.2,1999277N20266,30.0,TD,939146400000000000,1999-10-05 18:00:00
142242,19.622,265.108,1999277N20266,30.0,TD,939157200000000000,1999-10-05 21:00:00
142243,19.6,265.0,1999277N20266,30.0,TD,939168000000000000,1999-10-06 00:00:00
142244,19.482,264.859,1999277N20266,30.0,TD,939178800000000000,1999-10-06 03:00:00
142245,19.5,264.6,1999277N20266,30.0,TD,939189600000000000,1999-10-06 06:00:00
142246,19.848,264.156,1999277N20266,30.0,TD,939200400000000000,1999-10-06 09:00:00
142247,20.4,263.6,1999277N20266,30.0,TD,939211200000000000,1999-10-06 12:00:00
142308,18.5,276.6,1999286N16278,35.0,TS,939816000000000000,1999-10-13 12:00:00
142309,19.172,276.493,1999286N16278,40.0,TS,939826800000000000,1999-10-13 15:00:00
142310,19.8,276.4,1999286N16278,45.0,TS,939837600000000000,1999-10-13 18:00:00
142311,20.325,276.385,1999286N16278,50.0,TS,939848400000000000,1999-10-13 21:00:00
142312,20.7,276.4,1999286N16278,55.0,TS,939859200000000000,1999-10-14 00:00:00
142313,20.895,276.348,1999286N16278,57.0,TS,939870000000000000,1999-10-14 03:00:00
142314,21.0,276.4,1999286N16278,60.0,TS,939880800000000000,1999-10-14 06:00:00
142315,21.09,276.713,1999286N16278,60.0,TS,939891600000000000,1999-10-14 09:00:00
142316,21.3,277.1,1999286N16278,60.0,TS,939902400000000000,1999-10-14 12:00:00
142317,21.708,277.51,1999286N16278,60.0,TS,939913200000000000,1999-10-14 15:00:00
142318,22.4,277.6,1999286N16278,60.0,TS,939924000000000000,1999-10-14 18:00:00
142319,22.7,277.5,1999286N16278,60.0,TS,939927600000000000,1999-10-14 19:00:00
142320,23.008,277.384,1999286N16278,60.0,TS,939934800000000000,1999-10-14 21:00:00
142321,23.1,277.4,1999286N16278,60.0,TS,939945600000000000,1999-10-15 00:00:00
142322,23.439,277.557,1999286N16278,62.0,TS,939956400000000000,1999-10-15 03:00:00
142323,23.8,277.8,1999286N16278,65.0,1,939967200000000000,1999-10-15 06:00:00
142324,24.025,277.893,1999286N16278,65.0,1,939978000000000000,1999-10-15 09:00:00
142325,24.4,278.2,1999286N16278,65.0,1,939988800000000000,1999-10-15 12:00:00
142326,24.6,278.4,1999286N16278,65.0,1,939992400000000000,1999-10-15 13:00:00
142327,24.864,278.596,1999286N16278,65.0,1,939999600000000000,1999-10-15 15:00:00
142328,25.1,278.7,1999286N16278,65.0,1,940010400000000000,1999-10-15 18:00:00
142329,25.3,278.9,1999286N16278,70.0,1,940017600000000000,1999-10-15 20:00:00
142330,25.465,279.021,1999286N16278,68.0,1,940021200000000000,1999-10-15 21:00:00
142331,26.1,279.4,1999286N16278,65.0,1,940032000000000000,1999-10-16 00:00:00
142332,26.584,279.654,1999286N16278,65.0,1,940042800000000000,1999-10-16 03:00:00
142333,27.0,279.8,1999286N16278,65.0,1,940053600000000000,1999-10-16 06:00:00
142334,27.407,279.865,1999286N16278,65.0,1,940064400000000000,1999-10-16 09:00:00
142335,27.8,279.9,1999286N16278,65.0,1,940075200000000000,1999-10-16 12:00:00
142604,18.4,272.0,1999302N11279,25.0,TD,941371200000000000,1999-10-31 12:00:00
142605,18.952,271.672,1999302N11279,25.0,TD,941382000000000000,1999-10-31 15:00:00
142606,19.4,271.3,1999302N11279,25.0,TD,941392800000000000,1999-10-31 18:00:00
142607,19.688,270.812,1999302N11279,22.0,TD,941403600000000000,1999-10-31 21:00:00
142608,19.9,270.4,1999302N11279,20.0,TD,941414400000000000,1999-11-01 00:00:00
142609,20.127,270.232,1999302N11279,20.0,TD,941425200000000000,1999-11-01 03:00:00
142610,20.4,270.2,1999302N11279,20.0,TD,941436000000000000,1999-11-01 06:00:00
142611,20.77,270.198,1999302N11279,20.0,TD,941446800000000000,1999-11-01 09:00:00
142612,21.2,270.2,1999302N11279,20.0,TD,941457600000000000,1999-11-01 12:00:00
145854,21.0,267.0,2000160N21267,25.0,TD,960400800000000000,2000-06-07 18:00:00
145855,20.968,267.148,2000160N21267,25.0,TD,960411600000000000,2000-06-07 21:00:00
145856,20.9,267.2,2000160N21267,25.0,TD,960422400000000000,2000-06-08 00:00:00
145857,20.785,267.095,2000160N21267,25.0,TD,960433200000000000,2000-06-08 03:00:00
145858,20.7,266.9,2000160N21267,25.0,TD,960444000000000000,2000-06-08 06:00:00
145859,20.718,266.698,2000160N21267,25.0,TD,960454800000000000,2000-06-08 09:00:00
145860,20.8,266.5,2000160N21267,25.0,TD,960465600000000000,2000-06-08 12:00:00
147317,22.5,266.5,2000227N23267,30.0,TD,966189600000000000,2000-08-13 18:00:00
147318,22.58,266.4,2000227N23267,30.0,TD,966200400000000000,2000-08-13 21:00:00
147319,22.7,266.2,2000227N23267,30.0,TD,966211200000000000,2000-08-14 00:00:00
147320,22.885,265.838,2000227N23267,32.0,TD,966222000000000000,2000-08-14 03:00:00
